ls_iter termination
0.0 1.0
0.0 2.0
0.0 3.0
0.0 4.0
0.0 5.0
0.0 6.0
0.0 7.0
0.0 8.0
0.0 9.0
0.0 10.0
0.0 11.0
0.05405405405405406 12.0
0.14285714285714285 13.0
0.14285714285714285 14.0
0.14285714285714285 15.0
0.14583333333333334 16.0
0.14814814814814814 17.0
0.14814814814814814 18.0
0.14915254237288136 19.0
0.15 20.0
0.15188257817485643 21.0
0.15221579961464354 22.0
0.15227934044616878 23.0
0.1536697247706422 24.0
0.15384615384615385 25.0
0.15384615384615385 26.0
0.15384615384615385 27.0
0.15384615384615385 28.0
0.15384615384615385 29.0
0.15469613259668508 30.0
0.15625 31.0
0.15789473684210525 32.0
0.1590909090909091 33.0
0.16 34.0
0.16 35.0
0.16 36.0
0.16 37.0
0.16129032258064516 38.0
0.16666666666666666 39.0
0.16666666666666666 40.0
0.17391304347826086 41.0
0.17647058823529413 42.0
0.2 43.0
0.2 44.0
0.2222222222222222 45.0
0.25 46.0
0.3333333333333333 47.0
